,0,1,2,3,4,5,6,7,8,9,10,11,12
191,42,16,42,49,97,37,30,42,66,80,2,27,78
192,23,16,42,49,97,37,30,42,66,80,2,27,78
193,42,60,42,49,97,37,30,42,66,80,2,27,78
194,23,60,42,49,97,37,30,42,66,80,2,27,78
195,42,16,24,72,33,37,30,42,66,80,2,27,78
196,23,16,24,72,33,37,30,42,66,80,2,27,78
197,42,60,24,72,33,37,30,42,66,80,2,27,78
198,23,60,24,72,33,37,30,42,66,80,2,27,78
199,42,16,42,72,33,37,30,42,66,80,2,27,78
200,23,16,42,72,33,37,30,42,66,80,2,27,78
201,42,60,42,72,33,37,30,42,66,80,2,27,78
202,23,60,42,72,33,37,30,42,66,80,2,27,78
203,42,16,24,49,33,37,30,42,66,80,2,27,78
204,23,16,24,49,33,37,30,42,66,80,2,27,78
205,42,60,24,49,33,37,30,42,66,80,2,27,78
206,23,60,24,49,33,37,30,42,66,80,2,27,78
207,42,16,42,49,33,37,30,42,66,80,2,27,78
208,23,16,42,49,33,37,30,42,66,80,2,27,78
209,42,60,42,49,33,37,30,42,66,80,2,27,78
210,23,60,42,49,33,37,30,42,66,80,2,27,78
211,42,16,24,72,97,36,30,42,66,80,2,27,78
212,23,16,24,72,97,36,30,42,66,80,2,27,78
213,42,60,24,72,97,36,30,42,66,80,2,27,78
214,23,60,24,72,97,36,30,42,66,80,2,27,78
215,42,16,42,72,97,36,30,42,66,80,2,27,78
216,23,16,42,72,97,36,30,42,66,80,2,27,78
217,42,60,42,72,97,36,30,42,66,80,2,27,78
218,23,60,42,72,97,36,30,42,66,80,2,27,78
219,42,16,24,49,97,36,30,42,66,80,2,27,78
220,23,16,24,49,97,36,30,42,66,80,2,27,78
221,42,60,24,49,97,36,30,42,66,80,2,27,78
222,23,60,24,49,97,36,30,42,66,80,2,27,78
223,42,16,42,49,97,36,30,42,66,80,2,27,78
224,23,16,42,49,97,36,30,42,66,80,2,27,78
225,42,60,42,49,97,36,30,42,66,80,2,27,78
226,23,60,42,49,97,36,30,42,66,80,2,27,78
227,42,16,24,72,33,36,30,42,66,80,2,27,78
228,23,16,24,72,33,36,30,42,66,80,2,27,78
229,42,60,24,72,33,36,30,42,66,80,2,27,78
230,23,60,24,72,33,36,30,42,66,80,2,27,78
231,42,16,42,72,33,36,30,42,66,80,2,27,78
232,23,16,42,72,33,36,30,42,66,80,2,27,78
233,42,60,42,72,33,36,30,42,66,80,2,27,78
234,23,60,42,72,33,36,30,42,66,80,2,27,78
235,42,16,24,49,33,36,30,42,66,80,2,27,78
236,23,16,24,49,33,36,30,42,66,80,2,27,78
237,42,60,24,49,33,36,30,42,66,80,2,27,78
238,23,60,24,49,33,36,30,42,66,80,2,27,78
239,42,16,42,49,33,36,30,42,66,80,2,27,78
240,23,16,42,49,33,36,30,42,66,80,2,27,78
241,42,60,42,49,33,36,30,42,66,80,2,27,78
242,23,60,42,49,33,36,30,42,66,80,2,27,78
243,42,16,24,72,97,37,44,78,20,80,2,27,78
244,23,16,24,72,97,37,44,78,20,80,2,27,78
245,42,60,24,72,97,37,44,78,20,80,2,27,78
246,23,60,24,72,97,37,44,78,20,80,2,27,78
247,42,16,42,72,97,37,44,78,20,80,2,27,78
248,23,16,42,72,97,37,44,78,20,80,2,27,78
249,42,60,42,72,97,37,44,78,20,80,2,27,78
250,23,60,42,72,97,37,44,78,20,80,2,27,78
251,42,16,24,49,97,37,44,78,20,80,2,27,78
252,23,16,24,49,97,37,44,78,20,80,2,27,78
253,23,60,24,49,97,37,44,78,20,80,2,27,78
254,42,16,42,49,97,37,44,78,20,80,2,27,78
255,23,16,42,49,97,37,44,78,20,80,2,27,78
256,42,60,42,49,97,37,44,78,20,80,2,27,78
257,23,60,42,49,97,37,44,78,20,80,2,27,78
258,42,16,24,72,33,37,44,78,20,80,2,27,78
259,23,16,24,72,33,37,44,78,20,80,2,27,78
260,42,60,24,72,33,37,44,78,20,80,2,27,78
261,23,60,24,72,33,37,44,78,20,80,2,27,78
262,42,16,42,72,33,37,44,78,20,80,2,27,78
263,23,16,42,72,33,37,44,78,20,80,2,27,78
264,42,60,42,72,33,37,44,78,20,80,2,27,78
265,23,60,42,72,33,37,44,78,20,80,2,27,78
266,42,16,24,49,33,37,44,78,20,80,2,27,78
267,23,16,24,49,33,37,44,78,20,80,2,27,78
268,23,60,24,49,33,37,44,78,20,80,2,27,78
269,42,16,42,49,33,37,44,78,20,80,2,27,78
270,23,16,42,49,33,37,44,78,20,80,2,27,78
271,42,60,42,49,33,37,44,78,20,80,2,27,78
272,23,60,42,49,33,37,44,78,20,80,2,27,78
273,42,16,24,72,97,36,44,78,20,80,2,27,78
274,23,16,24,72,97,36,44,78,20,80,2,27,78
275,42,60,24,72,97,36,44,78,20,80,2,27,78
276,23,60,24,72,97,36,44,78,20,80,2,27,78
277,42,16,42,72,97,36,44,78,20,80,2,27,78
