,0,1,2,3,4,5,6,7,8,9,10,11,12
1300,23,16,42,49,97,37,30,78,20,80,59,27,78
1301,42,60,42,49,97,37,30,78,20,80,59,27,78
1302,23,60,42,49,97,37,30,78,20,80,59,27,78
1303,42,16,24,72,33,37,30,78,20,80,59,27,78
1304,23,16,24,72,33,37,30,78,20,80,59,27,78
1305,42,60,24,72,33,37,30,78,20,80,59,27,78
1306,23,60,24,72,33,37,30,78,20,80,59,27,78
1307,42,16,42,72,33,37,30,78,20,80,59,27,78
1308,23,16,42,72,33,37,30,78,20,80,59,27,78
1309,42,60,42,72,33,37,30,78,20,80,59,27,78
1310,23,60,42,72,33,37,30,78,20,80,59,27,78
1311,42,16,24,49,33,37,30,78,20,80,59,27,78
1312,23,60,24,49,33,37,30,78,20,80,59,27,78
1313,42,16,42,49,33,37,30,78,20,80,59,27,78
1314,23,16,42,49,33,37,30,78,20,80,59,27,78
1315,42,60,42,49,33,37,30,78,20,80,59,27,78
1316,23,60,42,49,33,37,30,78,20,80,59,27,78
1317,42,16,24,72,97,36,30,78,20,80,59,27,78
1318,23,16,24,72,97,36,30,78,20,80,59,27,78
1319,42,60,24,72,97,36,30,78,20,80,59,27,78
1320,42,16,42,72,97,36,30,78,20,80,59,27,78
1321,23,16,42,72,97,36,30,78,20,80,59,27,78
1322,42,60,42,72,97,36,30,78,20,80,59,27,78
1323,23,60,42,72,97,36,30,78,20,80,59,27,78
1324,42,16,24,49,97,36,30,78,20,80,59,27,78
1325,23,16,24,49,97,36,30,78,20,80,59,27,78
1326,42,60,24,49,97,36,30,78,20,80,59,27,78
1327,23,60,24,49,97,36,30,78,20,80,59,27,78
1328,42,16,42,49,97,36,30,78,20,80,59,27,78
1329,23,16,42,49,97,36,30,78,20,80,59,27,78
1330,42,60,42,49,97,36,30,78,20,80,59,27,78
1331,23,60,42,49,97,36,30,78,20,80,59,27,78
1332,42,16,24,72,33,36,30,78,20,80,59,27,78
1333,23,16,24,72,33,36,30,78,20,80,59,27,78
1334,23,60,24,72,33,36,30,78,20,80,59,27,78
1335,42,16,42,72,33,36,30,78,20,80,59,27,78
1336,23,16,42,72,33,36,30,78,20,80,59,27,78
1337,42,60,42,72,33,36,30,78,20,80,59,27,78
1338,23,60,42,72,33,36,30,78,20,80,59,27,78
1339,42,16,24,49,33,36,30,78,20,80,59,27,78
1340,23,16,24,49,33,36,30,78,20,80,59,27,78
1341,42,60,24,49,33,36,30,78,20,80,59,27,78
1342,23,60,24,49,33,36,30,78,20,80,59,27,78
1343,42,16,42,49,33,36,30,78,20,80,59,27,78
1344,23,16,42,49,33,36,30,78,20,80,59,27,78
1345,42,60,42,49,33,36,30,78,20,80,59,27,78
1346,23,60,42,49,33,36,30,78,20,80,59,27,78
1347,42,16,24,72,97,37,44,42,20,80,59,27,78
1348,23,16,24,72,97,37,44,42,20,80,59,27,78
1349,42,60,24,72,97,37,44,42,20,80,59,27,78
1350,23,60,24,72,97,37,44,42,20,80,59,27,78
1351,42,16,42,72,97,37,44,42,20,80,59,27,78
1352,23,16,42,72,97,37,44,42,20,80,59,27,78
1353,42,60,42,72,97,37,44,42,20,80,59,27,78
1354,23,60,42,72,97,37,44,42,20,80,59,27,78
1355,42,16,24,49,97,37,44,42,20,80,59,27,78
1356,23,16,24,49,97,37,44,42,20,80,59,27,78
1357,42,60,24,49,97,37,44,42,20,80,59,27,78
1358,23,60,24,49,97,37,44,42,20,80,59,27,78
1359,42,16,42,49,97,37,44,42,20,80,59,27,78
1360,23,16,42,49,97,37,44,42,20,80,59,27,78
1361,42,60,42,49,97,37,44,42,20,80,59,27,78
1362,23,60,42,49,97,37,44,42,20,80,59,27,78
1363,42,16,24,72,33,37,44,42,20,80,59,27,78
1364,23,16,24,72,33,37,44,42,20,80,59,27,78
1365,42,60,24,72,33,37,44,42,20,80,59,27,78
1366,23,60,24,72,33,37,44,42,20,80,59,27,78
1367,42,16,42,72,33,37,44,42,20,80,59,27,78
1368,23,16,42,72,33,37,44,42,20,80,59,27,78
1369,42,60,42,72,33,37,44,42,20,80,59,27,78
1370,23,60,42,72,33,37,44,42,20,80,59,27,78
1371,42,16,24,49,33,37,44,42,20,80,59,27,78
1372,23,16,24,49,33,37,44,42,20,80,59,27,78
1373,42,60,24,49,33,37,44,42,20,80,59,27,78
1374,23,60,24,49,33,37,44,42,20,80,59,27,78
1375,42,16,42,49,33,37,44,42,20,80,59,27,78
1376,23,16,42,49,33,37,44,42,20,80,59,27,78
1377,42,60,42,49,33,37,44,42,20,80,59,27,78
1378,23,60,42,49,33,37,44,42,20,80,59,27,78
1379,42,16,24,72,97,36,44,42,20,80,59,27,78
1380,23,16,24,72,97,36,44,42,20,80,59,27,78
1381,42,60,24,72,97,36,44,42,20,80,59,27,78
1382,23,60,24,72,97,36,44,42,20,80,59,27,78
1383,42,16,42,72,97,36,44,42,20,80,59,27,78
1384,23,16,42,72,97,36,44,42,20,80,59,27,78
1385,42,60,42,72,97,36,44,42,20,80,59,27,78
1386,23,60,42,72,97,36,44,42,20,80,59,27,78
1387,42,16,24,49,97,36,44,42,20,80,59,27,78
1388,23,16,24,49,97,36,44,42,20,80,59,27,78
1389,42,60,24,49,97,36,44,42,20,80,59,27,78
1390,23,60,24,49,97,36,44,42,20,80,59,27,78
1391,42,16,42,49,97,36,44,42,20,80,59,27,78
1392,23,16,42,49,97,36,44,42,20,80,59,27,78
1393,42,60,42,49,97,36,44,42,20,80,59,27,78
1394,23,60,42,49,97,36,44,42,20,80,59,27,78
1395,42,16,24,72,33,36,44,42,20,80,59,27,78
1396,23,16,24,72,33,36,44,42,20,80,59,27,78
1397,42,60,24,72,33,36,44,42,20,80,59,27,78
1398,23,60,24,72,33,36,44,42,20,80,59,27,78
1399,42,16,42,72,33,36,44,42,20,80,59,27,78
1400,23,16,42,72,33,36,44,42,20,80,59,27,78
1401,42,60,42,72,33,36,44,42,20,80,59,27,78
1402,23,60,42,72,33,36,44,42,20,80,59,27,78
1403,42,16,24,49,33,36,44,42,20,80,59,27,78
1404,23,16,24,49,33,36,44,42,20,80,59,27,78
1405,42,60,24,49,33,36,44,42,20,80,59,27,78
1406,23,60,24,49,33,36,44,42,20,80,59,27,78
1407,42,16,42,49,33,36,44,42,20,80,59,27,78
1408,23,16,42,49,33,36,44,42,20,80,59,27,78
1409,42,60,42,49,33,36,44,42,20,80,59,27,78
1410,23,60,42,49,33,36,44,42,20,80,59,27,78
1411,42,16,24,72,97,37,30,42,20,80,59,27,78
1412,23,16,24,72,97,37,30,42,20,80,59,27,78
1413,23,60,24,72,97,37,30,42,20,80,59,27,78
1414,42,16,42,72,97,37,30,42,20,80,59,27,78
1415,23,16,42,72,97,37,30,42,20,80,59,27,78
1416,42,60,42,72,97,37,30,42,20,80,59,27,78
1417,23,60,42,72,97,37,30,42,20,80,59,27,78
1418,42,16,24,49,97,37,30,42,20,80,59,27,78
1419,23,16,24,49,97,37,30,42,20,80,59,27,78
1420,42,60,24,49,97,37,30,42,20,80,59,27,78
1421,23,60,24,49,97,37,30,42,20,80,59,27,78
1422,42,16,42,49,97,37,30,42,20,80,59,27,78
1423,23,16,42,49,97,37,30,42,20,80,59,27,78
1424,42,60,42,49,97,37,30,42,20,80,59,27,78
1425,23,60,42,49,97,37,30,42,20,80,59,27,78
1426,42,16,24,72,33,37,30,42,20,80,59,27,78
1427,23,16,24,72,33,37,30,42,20,80,59,27,78
1428,42,60,24,72,33,37,30,42,20,80,59,27,78
1429,23,60,24,72,33,37,30,42,20,80,59,27,78
1430,42,16,42,72,33,37,30,42,20,80,59,27,78
1431,23,16,42,72,33,37,30,42,20,80,59,27,78
1432,42,60,42,72,33,37,30,42,20,80,59,27,78
1433,23,60,42,72,33,37,30,42,20,80,59,27,78
1434,42,16,24,49,33,37,30,42,20,80,59,27,78
1435,23,16,24,49,33,37,30,42,20,80,59,27,78
1436,42,60,24,49,33,37,30,42,20,80,59,27,78
1437,23,60,24,49,33,37,30,42,20,80,59,27,78
1438,42,16,42,49,33,37,30,42,20,80,59,27,78
1439,23,16,42,49,33,37,30,42,20,80,59,27,78
1440,42,60,42,49,33,37,30,42,20,80,59,27,78
1441,23,60,42,49,33,37,30,42,20,80,59,27,78
1442,42,16,24,72,97,36,30,42,20,80,59,27,78
1443,23,16,24,72,97,36,30,42,20,80,59,27,78
1444,42,60,24,72,97,36,30,42,20,80,59,27,78
1445,23,60,24,72,97,36,30,42,20,80,59,27,78
1446,42,16,42,72,97,36,30,42,20,80,59,27,78
1447,23,16,42,72,97,36,30,42,20,80,59,27,78
1448,42,60,42,72,97,36,30,42,20,80,59,27,78
1449,23,60,42,72,97,36,30,42,20,80,59,27,78
1450,42,16,24,49,97,36,30,42,20,80,59,27,78
1451,23,16,24,49,97,36,30,42,20,80,59,27,78
1452,42,60,24,49,97,36,30,42,20,80,59,27,78
1453,23,60,24,49,97,36,30,42,20,80,59,27,78
1454,42,16,42,49,97,36,30,42,20,80,59,27,78
1455,23,16,42,49,97,36,30,42,20,80,59,27,78
1456,42,60,42,49,97,36,30,42,20,80,59,27,78
1457,23,60,42,49,97,36,30,42,20,80,59,27,78
1458,42,16,24,72,33,36,30,42,20,80,59,27,78
1459,23,16,24,72,33,36,30,42,20,80,59,27,78
1460,42,60,24,72,33,36,30,42,20,80,59,27,78
1461,23,60,24,72,33,36,30,42,20,80,59,27,78
1462,42,16,42,72,33,36,30,42,20,80,59,27,78
1463,23,16,42,72,33,36,30,42,20,80,59,27,78
1464,42,60,42,72,33,36,30,42,20,80,59,27,78
1465,23,60,42,72,33,36,30,42,20,80,59,27,78
1466,42,16,24,49,33,36,30,42,20,80,59,27,78
1467,23,16,24,49,33,36,30,42,20,80,59,27,78
1468,42,60,24,49,33,36,30,42,20,80,59,27,78
1469,23,60,24,49,33,36,30,42,20,80,59,27,78
1470,42,16,42,49,33,36,30,42,20,80,59,27,78
1471,23,16,42,49,33,36,30,42,20,80,59,27,78
1472,42,60,42,49,33,36,30,42,20,80,59,27,78
1473,23,60,42,49,33,36,30,42,20,80,59,27,78
1474,42,16,24,72,97,37,44,78,66,21,59,27,78
1475,23,16,24,72,97,37,44,78,66,21,59,27,78
1476,42,60,24,72,97,37,44,78,66,21,59,27,78
1477,23,60,24,72,97,37,44,78,66,21,59,27,78
1478,42,16,42,72,97,37,44,78,66,21,59,27,78
1479,23,16,42,72,97,37,44,78,66,21,59,27,78
1480,42,60,42,72,97,37,44,78,66,21,59,27,78
1481,23,60,42,72,97,37,44,78,66,21,59,27,78
1482,42,16,24,49,97,37,44,78,66,21,59,27,78
1483,23,16,24,49,97,37,44,78,66,21,59,27,78
1484,42,60,24,49,97,37,44,78,66,21,59,27,78
1485,23,60,24,49,97,37,44,78,66,21,59,27,78
1486,42,16,42,49,97,37,44,78,66,21,59,27,78
1487,23,16,42,49,97,37,44,78,66,21,59,27,78
1488,42,60,42,49,97,37,44,78,66,21,59,27,78
1489,23,60,42,49,97,37,44,78,66,21,59,27,78
1490,23,16,24,72,33,37,44,78,66,21,59,27,78
1491,42,60,24,72,33,37,44,78,66,21,59,27,78
1492,23,60,24,72,33,37,44,78,66,21,59,27,78
1493,42,16,42,72,33,37,44,78,66,21,59,27,78
1494,23,16,42,72,33,37,44,78,66,21,59,27,78
1495,42,60,42,72,33,37,44,78,66,21,59,27,78
1496,23,60,42,72,33,37,44,78,66,21,59,27,78
1497,42,16,24,49,33,37,44,78,66,21,59,27,78
1498,23,16,24,49,33,37,44,78,66,21,59,27,78
1499,42,60,24,49,33,37,44,78,66,21,59,27,78
1500,23,60,24,49,33,37,44,78,66,21,59,27,78
1501,42,16,42,49,33,37,44,78,66,21,59,27,78
1502,23,16,42,49,33,37,44,78,66,21,59,27,78
1503,23,60,42,49,33,37,44,78,66,21,59,27,78
1504,42,16,24,72,97,36,44,78,66,21,59,27,78
1505,23,16,24,72,97,36,44,78,66,21,59,27,78
1506,42,60,24,72,97,36,44,78,66,21,59,27,78
1507,23,60,24,72,97,36,44,78,66,21,59,27,78
1508,42,16,42,72,97,36,44,78,66,21,59,27,78
1509,23,16,42,72,97,36,44,78,66,21,59,27,78
1510,42,60,42,72,97,36,44,78,66,21,59,27,78
1511,23,60,42,72,97,36,44,78,66,21,59,27,78
1512,42,16,24,49,97,36,44,78,66,21,59,27,78
1513,42,60,24,49,97,36,44,78,66,21,59,27,78
1514,23,60,24,49,97,36,44,78,66,21,59,27,78
1515,42,16,42,49,97,36,44,78,66,21,59,27,78
1516,23,16,42,49,97,36,44,78,66,21,59,27,78
1517,42,60,42,49,97,36,44,78,66,21,59,27,78
1518,23,60,42,49,97,36,44,78,66,21,59,27,78
1519,42,16,24,72,33,36,44,78,66,21,59,27,78
1520,23,16,24,72,33,36,44,78,66,21,59,27,78
1521,42,60,24,72,33,36,44,78,66,21,59,27,78
1522,23,60,24,72,33,36,44,78,66,21,59,27,78
1523,42,16,42,72,33,36,44,78,66,21,59,27,78
1524,23,16,42,72,33,36,44,78,66,21,59,27,78
1525,42,60,42,72,33,36,44,78,66,21,59,27,78
1526,23,60,42,72,33,36,44,78,66,21,59,27,78
1527,23,16,24,49,33,36,44,78,66,21,59,27,78
1528,42,60,24,49,33,36,44,78,66,21,59,27,78
1529,23,60,24,49,33,36,44,78,66,21,59,27,78
1530,42,16,42,49,33,36,44,78,66,21,59,27,78
1531,23,16,42,49,33,36,44,78,66,21,59,27,78
1532,42,60,42,49,33,36,44,78,66,21,59,27,78
1533,23,60,42,49,33,36,44,78,66,21,59,27,78
1534,42,16,24,72,97,37,30,78,66,21,59,27,78
1535,23,60,24,72,97,37,30,78,66,21,59,27,78
1536,42,16,42,72,97,37,30,78,66,21,59,27,78
1537,23,16,42,72,97,37,30,78,66,21,59,27,78
1538,42,60,42,72,97,37,30,78,66,21,59,27,78
1539,23,60,42,72,97,37,30,78,66,21,59,27,78
1540,42,16,24,49,97,37,30,78,66,21,59,27,78
1541,23,16,24,49,97,37,30,78,66,21,59,27,78
1542,42,60,24,49,97,37,30,78,66,21,59,27,78
1543,23,60,24,49,97,37,30,78,66,21,59,27,78
1544,42,16,42,49,97,37,30,78,66,21,59,27,78
1545,23,16,42,49,97,37,30,78,66,21,59,27,78
1546,42,60,42,49,97,37,30,78,66,21,59,27,78
1547,23,60,42,49,97,37,30,78,66,21,59,27,78
1548,42,16,24,72,33,37,30,78,66,21,59,27,78
1549,23,16,24,72,33,37,30,78,66,21,59,27,78
1550,42,60,24,72,33,37,30,78,66,21,59,27,78
1551,23,60,24,72,33,37,30,78,66,21,59,27,78
1552,42,16,42,72,33,37,30,78,66,21,59,27,78
1553,23,16,42,72,33,37,30,78,66,21,59,27,78
1554,42,60,42,72,33,37,30,78,66,21,59,27,78
1555,23,60,42,72,33,37,30,78,66,21,59,27,78
1556,42,16,24,49,33,37,30,78,66,21,59,27,78
1557,23,16,24,49,33,37,30,78,66,21,59,27,78
1558,42,60,24,49,33,37,30,78,66,21,59,27,78
1559,23,60,24,49,33,37,30,78,66,21,59,27,78
1560,42,16,42,49,33,37,30,78,66,21,59,27,78
1561,23,16,42,49,33,37,30,78,66,21,59,27,78
1562,42,60,42,49,33,37,30,78,66,21,59,27,78
1563,23,60,42,49,33,37,30,78,66,21,59,27,78
1564,42,16,24,72,97,36,30,78,66,21,59,27,78
1565,23,16,24,72,97,36,30,78,66,21,59,27,78
1566,42,60,24,72,97,36,30,78,66,21,59,27,78
1567,23,60,24,72,97,36,30,78,66,21,59,27,78
1568,42,16,42,72,97,36,30,78,66,21,59,27,78
1569,23,16,42,72,97,36,30,78,66,21,59,27,78
1570,42,60,42,72,97,36,30,78,66,21,59,27,78
1571,23,60,42,72,97,36,30,78,66,21,59,27,78
1572,42,16,24,49,97,36,30,78,66,21,59,27,78
1573,23,16,24,49,97,36,30,78,66,21,59,27,78
1574,42,60,24,49,97,36,30,78,66,21,59,27,78
1575,23,60,24,49,97,36,30,78,66,21,59,27,78
1576,42,16,42,49,97,36,30,78,66,21,59,27,78
1577,23,16,42,49,97,36,30,78,66,21,59,27,78
1578,42,60,42,49,97,36,30,78,66,21,59,27,78
1579,23,60,42,49,97,36,30,78,66,21,59,27,78
1580,42,16,24,72,33,36,30,78,66,21,59,27,78
1581,23,16,24,72,33,36,30,78,66,21,59,27,78
1582,42,60,24,72,33,36,30,78,66,21,59,27,78
1583,23,60,24,72,33,36,30,78,66,21,59,27,78
1584,42,16,42,72,33,36,30,78,66,21,59,27,78
1585,23,16,42,72,33,36,30,78,66,21,59,27,78
1586,42,60,42,72,33,36,30,78,66,21,59,27,78
1587,23,60,42,72,33,36,30,78,66,21,59,27,78
1588,42,16,24,49,33,36,30,78,66,21,59,27,78
1589,23,16,24,49,33,36,30,78,66,21,59,27,78
1590,23,60,24,49,33,36,30,78,66,21,59,27,78
1591,42,16,42,49,33,36,30,78,66,21,59,27,78
1592,23,16,42,49,33,36,30,78,66,21,59,27,78
1593,42,60,42,49,33,36,30,78,66,21,59,27,78
1594,23,60,42,49,33,36,30,78,66,21,59,27,78
1595,42,16,24,72,97,37,44,42,66,21,59,27,78
1596,23,16,24,72,97,37,44,42,66,21,59,27,78
1597,42,60,24,72,97,37,44,42,66,21,59,27,78
1598,23,60,24,72,97,37,44,42,66,21,59,27,78
1599,42,16,42,72,97,37,44,42,66,21,59,27,78
1600,23,16,42,72,97,37,44,42,66,21,59,27,78
1601,42,60,42,72,97,37,44,42,66,21,59,27,78
1602,23,60,42,72,97,37,44,42,66,21,59,27,78
1603,42,16,24,49,97,37,44,42,66,21,59,27,78
1604,23,16,24,49,97,37,44,42,66,21,59,27,78
1605,42,60,24,49,97,37,44,42,66,21,59,27,78
1606,23,60,24,49,97,37,44,42,66,21,59,27,78
1607,42,16,42,49,97,37,44,42,66,21,59,27,78
1608,23,16,42,49,97,37,44,42,66,21,59,27,78
1609,42,60,42,49,97,37,44,42,66,21,59,27,78
1610,23,60,42,49,97,37,44,42,66,21,59,27,78
1611,42,16,24,72,33,37,44,42,66,21,59,27,78
1612,23,16,24,72,33,37,44,42,66,21,59,27,78
1613,42,60,24,72,33,37,44,42,66,21,59,27,78
1614,23,60,24,72,33,37,44,42,66,21,59,27,78
1615,42,16,42,72,33,37,44,42,66,21,59,27,78
1616,23,16,42,72,33,37,44,42,66,21,59,27,78
1617,42,60,42,72,33,37,44,42,66,21,59,27,78
1618,23,60,42,72,33,37,44,42,66,21,59,27,78
1619,42,16,24,49,33,37,44,42,66,21,59,27,78
1620,23,16,24,49,33,37,44,42,66,21,59,27,78
1621,42,60,24,49,33,37,44,42,66,21,59,27,78
1622,23,60,24,49,33,37,44,42,66,21,59,27,78
1623,42,16,42,49,33,37,44,42,66,21,59,27,78
1624,23,16,42,49,33,37,44,42,66,21,59,27,78
1625,42,60,42,49,33,37,44,42,66,21,59,27,78
1626,23,60,42,49,33,37,44,42,66,21,59,27,78
1627,42,16,24,72,97,36,44,42,66,21,59,27,78
1628,23,16,24,72,97,36,44,42,66,21,59,27,78
1629,42,60,24,72,97,36,44,42,66,21,59,27,78
1630,23,60,24,72,97,36,44,42,66,21,59,27,78
1631,42,16,42,72,97,36,44,42,66,21,59,27,78
1632,23,16,42,72,97,36,44,42,66,21,59,27,78
1633,42,60,42,72,97,36,44,42,66,21,59,27,78
1634,23,60,42,72,97,36,44,42,66,21,59,27,78
1635,42,16,24,49,97,36,44,42,66,21,59,27,78
1636,23,16,24,49,97,36,44,42,66,21,59,27,78
1637,42,60,24,49,97,36,44,42,66,21,59,27,78
1638,23,60,24,49,97,36,44,42,66,21,59,27,78
1639,42,16,42,49,97,36,44,42,66,21,59,27,78
1640,23,16,42,49,97,36,44,42,66,21,59,27,78
1641,42,60,42,49,97,36,44,42,66,21,59,27,78
1642,23,60,42,49,97,36,44,42,66,21,59,27,78
1643,42,16,24,72,33,36,44,42,66,21,59,27,78
1644,23,16,24,72,33,36,44,42,66,21,59,27,78
1645,42,60,24,72,33,36,44,42,66,21,59,27,78
1646,23,60,24,72,33,36,44,42,66,21,59,27,78
1647,42,16,42,72,33,36,44,42,66,21,59,27,78
1648,23,16,42,72,33,36,44,42,66,21,59,27,78
1649,42,60,42,72,33,36,44,42,66,21,59,27,78
1650,23,60,42,72,33,36,44,42,66,21,59,27,78
1651,42,16,24,49,33,36,44,42,66,21,59,27,78
1652,23,16,24,49,33,36,44,42,66,21,59,27,78
1653,42,60,24,49,33,36,44,42,66,21,59,27,78
1654,23,60,24,49,33,36,44,42,66,21,59,27,78
1655,42,16,42,49,33,36,44,42,66,21,59,27,78
1656,23,16,42,49,33,36,44,42,66,21,59,27,78
1657,42,60,42,49,33,36,44,42,66,21,59,27,78
1658,23,60,42,49,33,36,44,42,66,21,59,27,78
1659,42,16,24,72,97,37,30,42,66,21,59,27,78
1660,23,16,24,72,97,37,30,42,66,21,59,27,78
1661,42,60,24,72,97,37,30,42,66,21,59,27,78
1662,23,60,24,72,97,37,30,42,66,21,59,27,78
1663,42,16,42,72,97,37,30,42,66,21,59,27,78
1664,23,16,42,72,97,37,30,42,66,21,59,27,78
1665,42,60,42,72,97,37,30,42,66,21,59,27,78
1666,23,60,42,72,97,37,30,42,66,21,59,27,78
1667,42,16,24,49,97,37,30,42,66,21,59,27,78
1668,23,16,24,49,97,37,30,42,66,21,59,27,78
1669,42,60,24,49,97,37,30,42,66,21,59,27,78
1670,23,60,24,49,97,37,30,42,66,21,59,27,78
1671,42,16,42,49,97,37,30,42,66,21,59,27,78
1672,23,16,42,49,97,37,30,42,66,21,59,27,78
1673,42,60,42,49,97,37,30,42,66,21,59,27,78
1674,23,60,42,49,97,37,30,42,66,21,59,27,78
1675,42,16,24,72,33,37,30,42,66,21,59,27,78
1676,23,16,24,72,33,37,30,42,66,21,59,27,78
1677,42,60,24,72,33,37,30,42,66,21,59,27,78
1678,23,60,24,72,33,37,30,42,66,21,59,27,78
1679,42,16,42,72,33,37,30,42,66,21,59,27,78
1680,23,16,42,72,33,37,30,42,66,21,59,27,78
1681,42,60,42,72,33,37,30,42,66,21,59,27,78
1682,23,60,42,72,33,37,30,42,66,21,59,27,78
1683,42,16,24,49,33,37,30,42,66,21,59,27,78
1684,23,16,24,49,33,37,30,42,66,21,59,27,78
1685,42,60,24,49,33,37,30,42,66,21,59,27,78
1686,23,60,24,49,33,37,30,42,66,21,59,27,78
1687,42,16,42,49,33,37,30,42,66,21,59,27,78
1688,23,16,42,49,33,37,30,42,66,21,59,27,78
1689,42,60,42,49,33,37,30,42,66,21,59,27,78
1690,23,60,42,49,33,37,30,42,66,21,59,27,78
1691,42,16,24,72,97,36,30,42,66,21,59,27,78
1692,23,16,24,72,97,36,30,42,66,21,59,27,78
1693,42,60,24,72,97,36,30,42,66,21,59,27,78
1694,23,60,24,72,97,36,30,42,66,21,59,27,78
1695,42,16,42,72,97,36,30,42,66,21,59,27,78
1696,23,16,42,72,97,36,30,42,66,21,59,27,78
1697,42,60,42,72,97,36,30,42,66,21,59,27,78
1698,23,60,42,72,97,36,30,42,66,21,59,27,78
1699,42,16,24,49,97,36,30,42,66,21,59,27,78
1700,23,16,24,49,97,36,30,42,66,21,59,27,78
1701,42,60,24,49,97,36,30,42,66,21,59,27,78
1702,23,60,24,49,97,36,30,42,66,21,59,27,78
1703,42,16,42,49,97,36,30,42,66,21,59,27,78
1704,23,16,42,49,97,36,30,42,66,21,59,27,78
1705,42,60,42,49,97,36,30,42,66,21,59,27,78
1706,23,60,42,49,97,36,30,42,66,21,59,27,78
1707,42,16,24,72,33,36,30,42,66,21,59,27,78
1708,23,16,24,72,33,36,30,42,66,21,59,27,78
1709,42,60,24,72,33,36,30,42,66,21,59,27,78
1710,23,60,24,72,33,36,30,42,66,21,59,27,78
1711,23,16,42,72,33,36,30,42,66,21,59,27,78
1712,42,60,42,72,33,36,30,42,66,21,59,27,78
1713,23,60,42,72,33,36,30,42,66,21,59,27,78
1714,42,16,24,49,33,36,30,42,66,21,59,27,78
1715,23,16,24,49,33,36,30,42,66,21,59,27,78
1716,42,60,24,49,33,36,30,42,66,21,59,27,78
1717,23,60,24,49,33,36,30,42,66,21,59,27,78
1718,42,16,42,49,33,36,30,42,66,21,59,27,78
1719,23,16,42,49,33,36,30,42,66,21,59,27,78
1720,42,60,42,49,33,36,30,42,66,21,59,27,78
1721,23,60,42,49,33,36,30,42,66,21,59,27,78
1722,23,16,24,72,97,37,44,78,20,21,59,27,78
1723,42,60,24,72,97,37,44,78,20,21,59,27,78
1724,23,60,24,72,97,37,44,78,20,21,59,27,78
1725,42,16,42,72,97,37,44,78,20,21,59,27,78
1726,23,16,42,72,97,37,44,78,20,21,59,27,78
1727,42,60,42,72,97,37,44,78,20,21,59,27,78
1728,23,60,42,72,97,37,44,78,20,21,59,27,78
1729,42,16,24,49,97,37,44,78,20,21,59,27,78
1730,23,16,24,49,97,37,44,78,20,21,59,27,78
1731,42,60,24,49,97,37,44,78,20,21,59,27,78
1732,23,60,24,49,97,37,44,78,20,21,59,27,78
1733,42,16,42,49,97,37,44,78,20,21,59,27,78
1734,23,16,42,49,97,37,44,78,20,21,59,27,78
1735,42,60,42,49,97,37,44,78,20,21,59,27,78
1736,23,60,42,49,97,37,44,78,20,21,59,27,78
1737,42,16,24,72,33,37,44,78,20,21,59,27,78
1738,23,16,24,72,33,37,44,78,20,21,59,27,78
1739,42,60,24,72,33,37,44,78,20,21,59,27,78
1740,23,60,24,72,33,37,44,78,20,21,59,27,78
1741,42,16,42,72,33,37,44,78,20,21,59,27,78
1742,23,16,42,72,33,37,44,78,20,21,59,27,78
1743,42,60,42,72,33,37,44,78,20,21,59,27,78
1744,23,60,42,72,33,37,44,78,20,21,59,27,78
1745,42,16,24,49,33,37,44,78,20,21,59,27,78
1746,23,16,24,49,33,37,44,78,20,21,59,27,78
1747,42,60,24,49,33,37,44,78,20,21,59,27,78
1748,23,60,24,49,33,37,44,78,20,21,59,27,78
1749,42,16,42,49,33,37,44,78,20,21,59,27,78
1750,23,16,42,49,33,37,44,78,20,21,59,27,78
1751,42,60,42,49,33,37,44,78,20,21,59,27,78
1752,23,60,42,49,33,37,44,78,20,21,59,27,78
1753,42,16,24,72,97,36,44,78,20,21,59,27,78
1754,23,16,24,72,97,36,44,78,20,21,59,27,78
1755,23,60,24,72,97,36,44,78,20,21,59,27,78
1756,42,16,42,72,97,36,44,78,20,21,59,27,78
1757,23,16,42,72,97,36,44,78,20,21,59,27,78
1758,42,60,42,72,97,36,44,78,20,21,59,27,78
1759,23,60,42,72,97,36,44,78,20,21,59,27,78
1760,42,16,24,49,97,36,44,78,20,21,59,27,78
1761,23,16,24,49,97,36,44,78,20,21,59,27,78
1762,42,60,24,49,97,36,44,78,20,21,59,27,78
1763,23,60,24,49,97,36,44,78,20,21,59,27,78
1764,42,16,42,49,97,36,44,78,20,21,59,27,78
1765,23,16,42,49,97,36,44,78,20,21,59,27,78
1766,42,60,42,49,97,36,44,78,20,21,59,27,78
1767,23,60,42,49,97,36,44,78,20,21,59,27,78
1768,42,16,24,72,33,36,44,78,20,21,59,27,78
1769,23,16,24,72,33,36,44,78,20,21,59,27,78
1770,42,60,24,72,33,36,44,78,20,21,59,27,78
1771,23,60,24,72,33,36,44,78,20,21,59,27,78
1772,42,16,42,72,33,36,44,78,20,21,59,27,78
1773,23,16,42,72,33,36,44,78,20,21,59,27,78
1774,42,60,42,72,33,36,44,78,20,21,59,27,78
1775,23,60,42,72,33,36,44,78,20,21,59,27,78
1776,42,16,24,49,33,36,44,78,20,21,59,27,78
1777,23,16,24,49,33,36,44,78,20,21,59,27,78
1778,42,60,24,49,33,36,44,78,20,21,59,27,78
1779,23,60,24,49,33,36,44,78,20,21,59,27,78
1780,42,16,42,49,33,36,44,78,20,21,59,27,78
