,0,1,2,3,4,5,6,7,8,9,10,11,12,y_score_0.61,y_score_0.58,y_score_0.55,gbr,svr,rf,cnn,lstm
474,0,1,1,1,0,1,1,1,1,0,0,0,0,-0.0330621,0.0257112,-0.0217345,0.572776,0.514866,0.547589,0.549598,0.585108
475,1,1,1,1,0,1,1,1,1,0,0,0,0,-0.0382495,0.0191057,-0.0350608,0.563279,0.514773,0.547589,0.550801,0.591028
476,0,0,0,0,1,1,1,1,1,0,0,0,0,-0.05063,0.0190113,-0.0465013,0.515193,0.514467,0.475463,0.580498,0.572434
477,1,0,0,0,1,1,1,1,1,0,0,0,0,-0.0573456,0.0102577,-0.0584335,0.505696,0.51402,0.475463,0.567688,0.565579
478,0,1,0,0,1,1,1,1,1,0,0,0,0,-0.0334091,0.0260369,-0.0295009,0.591966,0.514947,0.572317,0.596524,0.581532
479,1,1,0,0,1,1,1,1,1,0,0,0,0,-0.0387362,0.0184947,-0.0431819,0.582469,0.51467,0.572317,0.598631,0.573765
480,0,0,1,0,1,1,1,1,1,0,0,0,0,-0.0506783,0.0184011,-0.0419436,0.515193,0.514638,0.475463,0.549644,0.580364
481,1,0,1,0,1,1,1,1,1,0,0,0,0,-0.0570576,0.0107433,-0.0540887,0.505696,0.514411,0.475463,0.554321,0.579969
482,0,1,1,0,1,1,1,1,1,0,0,0,0,-0.0342455,0.0240868,-0.0279361,0.572776,0.514775,0.547589,0.575443,0.58851
483,1,1,1,0,1,1,1,1,1,0,0,0,0,-0.0394328,0.0174521,-0.0412622,0.563279,0.5147,0.547589,0.583545,0.588285
484,0,0,0,1,1,1,1,1,1,0,0,0,0,-0.0487132,0.0199483,-0.0418727,0.515193,0.51493,0.475463,0.562352,0.568635
485,1,0,0,1,1,1,1,1,1,0,0,0,0,-0.0554289,0.011221,-0.053805,0.505696,0.514643,0.475463,0.549721,0.568324
486,1,1,0,1,1,1,1,1,1,0,0,0,0,-0.036349,0.0197337,-0.0382526,0.582469,0.514828,0.572317,0.584506,0.576981
487,0,0,1,1,1,1,1,1,1,0,0,0,0,-0.0489686,0.0195199,-0.0387129,0.515193,0.514833,0.475463,0.550125,0.575449
488,1,0,1,1,1,1,1,1,1,0,0,0,0,-0.0553479,0.011907,-0.0508581,0.505696,0.514723,0.475463,0.553088,0.575824
489,0,1,1,1,1,1,1,1,1,0,0,0,0,-0.0324371,0.0251097,-0.0233267,0.572776,0.514812,0.547589,0.56557,0.583368
490,1,1,1,1,1,1,1,1,1,0,0,0,0,-0.0376243,0.0185132,-0.0366529,0.563279,0.514795,0.547589,0.569126,0.583714
491,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.061805,0.0114592,-0.0592603,0.525305,0.392339,0.488513,0.473673,0.562423
492,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.0685205,0.00269609,-0.0711921,0.515808,0.412679,0.488513,0.472788,0.556786
493,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.0445841,0.0184825,-0.0422605,0.602397,0.504051,0.588538,0.504921,0.572803
494,1,1,0,0,0,0,0,0,0,1,0,0,0,-0.0499113,0.0109372,-0.055941,0.5929,0.492387,0.588538,0.521157,0.564102
495,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0619665,0.0113221,-0.0545347,0.525305,0.467709,0.488513,0.475989,0.57106
496,1,0,1,0,0,0,0,0,0,1,0,0,0,-0.0683457,0.00365783,-0.0666795,0.515808,0.471423,0.488513,0.485017,0.571034
497,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.0455337,0.0170039,-0.0405277,0.583207,0.506851,0.56381,0.496929,0.580329
498,1,1,1,0,0,0,0,0,0,1,0,0,0,-0.050721,0.010369,-0.0538533,0.57371,0.503424,0.56381,0.518266,0.58086
499,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0589812,0.0131614,-0.0560732,0.525305,0.478872,0.488513,0.532707,0.557092
500,1,0,0,1,0,0,0,0,0,1,0,0,0,-0.0656967,0.00442946,-0.0680051,0.515808,0.487169,0.488513,0.521216,0.557228
501,0,1,0,1,0,0,0,0,0,1,0,0,0,-0.0412897,0.0204553,-0.0387727,0.602397,0.516175,0.588538,0.529533,0.567773
502,1,1,0,1,0,0,0,0,0,1,0,0,0,-0.0466169,0.0129403,-0.0524532,0.5929,0.511755,0.588538,0.529777,0.56739
503,0,0,1,1,0,0,0,0,0,1,0,0,0,-0.0595551,0.0120855,-0.0529367,0.525305,0.500637,0.488513,0.512503,0.563435
504,1,0,1,1,0,0,0,0,0,1,0,0,0,-0.0659344,0.00446939,-0.0650815,0.515808,0.503032,0.488513,0.506062,0.565717
505,0,1,1,1,0,0,0,0,0,1,0,0,0,-0.0430235,0.0176676,-0.037551,0.583207,0.513078,0.56381,0.515683,0.571347
506,1,1,1,1,0,0,0,0,0,1,0,0,0,-0.0482108,0.0110736,-0.0508767,0.57371,0.512534,0.56381,0.527838,0.57522
507,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.0618357,0.0111966,-0.0629515,0.525305,0.431566,0.478771,0.476641,0.54728
508,1,0,0,0,1,0,0,0,0,1,0,0,0,-0.0685512,0.00244843,-0.0748831,0.515808,0.464274,0.478771,0.487607,0.542268
509,0,1,0,0,1,0,0,0,0,1,0,0,0,-0.0446149,0.0182112,-0.0459518,0.602397,0.498,0.588538,0.503738,0.557765
510,1,1,0,0,1,0,0,0,0,1,0,0,0,-0.049942,0.0106789,-0.0596321,0.5929,0.502234,0.588538,0.517045,0.552678
511,0,0,1,0,1,0,0,0,0,1,0,0,0,-0.0618841,0.0105714,-0.0583939,0.525305,0.483444,0.478771,0.487312,0.556774
512,1,0,1,0,1,0,0,0,0,1,0,0,0,-0.0682634,0.00292173,-0.0705384,0.515808,0.494013,0.478771,0.493436,0.556185
513,0,1,1,0,1,0,0,0,0,1,0,0,0,-0.0454513,0.0162503,-0.044387,0.583207,0.507184,0.56381,0.509503,0.566964
514,1,1,1,0,1,0,0,0,0,1,0,0,0,-0.0506386,0.0096266,-0.0577124,0.57371,0.509016,0.56381,0.519664,0.565927
515,0,0,0,1,1,0,0,0,0,1,0,0,0,-0.0596848,0.0118808,-0.0591578,0.525305,0.489217,0.478771,0.496873,0.542495
516,1,0,0,1,1,0,0,0,0,1,0,0,0,-0.0664004,0.00316098,-0.0710896,0.515808,0.500296,0.478771,0.494345,0.542115
517,0,1,0,1,1,0,0,0,0,1,0,0,0,-0.0419934,0.0191642,-0.0418575,0.602397,0.512052,0.588538,0.507376,0.553405
518,1,1,0,1,1,0,0,0,0,1,0,0,0,-0.0473206,0.0116599,-0.0555378,0.5929,0.512565,0.588538,0.511933,0.552808
519,0,0,1,1,1,0,0,0,0,1,0,0,0,-0.0599403,0.0114369,-0.0559981,0.525305,0.50506,0.478771,0.493884,0.548937
520,1,0,1,1,1,0,0,0,0,1,0,0,0,-0.0663195,0.00383528,-0.0681428,0.515808,0.508873,0.478771,0.493854,0.551432
521,0,1,1,1,1,0,0,0,0,1,0,0,0,-0.0434087,0.017015,-0.0406126,0.583207,0.512997,0.56381,0.509567,0.55936
522,1,1,1,1,1,0,0,0,0,1,0,0,0,-0.0485959,0.0104327,-0.0539381,0.57371,0.513566,0.56381,0.513011,0.561532
523,0,0,0,0,0,1,0,0,0,1,0,0,0,-0.061968,0.0138565,-0.0570123,0.53773,0.494753,0.525588,0.506789,0.548433
524,1,0,0,0,0,1,0,0,0,1,0,0,0,-0.0686835,0.00509806,-0.0689442,0.528233,0.482977,0.525588,0.494424,0.536003
525,0,1,0,0,0,1,0,0,0,1,0,0,0,-0.0447473,0.0208885,-0.0400124,0.614822,0.514491,0.601412,0.516357,0.555624
526,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.0500744,0.0133461,-0.0536929,0.605325,0.50663,0.601412,0.524384,0.54403
527,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.0621295,0.013732,-0.0522868,0.53773,0.50681,0.525588,0.495627,0.562615
528,1,0,1,0,0,1,0,0,0,1,0,0,0,-0.0685087,0.00607519,-0.0644315,0.528233,0.500976,0.525588,0.494746,0.557748
529,0,1,1,0,0,1,0,0,0,1,0,0,0,-0.0456968,0.0194202,-0.0382796,0.595633,0.51351,0.576684,0.491342,0.571697
530,1,1,1,0,0,1,0,0,0,1,0,0,0,-0.0508841,0.0127908,-0.0516053,0.586136,0.510743,0.576684,0.506532,0.56533
531,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.0591581,0.0157503,-0.0532242,0.53773,0.50806,0.525588,0.528338,0.549042
532,1,0,0,1,0,1,0,0,0,1,0,0,0,-0.0658736,0.00702334,-0.0651562,0.528233,0.505949,0.525588,0.523697,0.544387
533,0,1,0,1,0,1,0,0,0,1,0,0,0,-0.0414667,0.0230571,-0.0359235,0.614822,0.515292,0.601412,0.525681,0.558903
534,1,1,0,1,0,1,0,0,0,1,0,0,0,-0.0467938,0.0155451,-0.0496041,0.605325,0.513287,0.601412,0.524381,0.554532
535,0,0,1,1,0,1,0,0,0,1,0,0,0,-0.059732,0.0146836,-0.0500876,0.53773,0.512046,0.525588,0.513183,0.558103
536,1,0,1,1,0,1,0,0,0,1,0,0,0,-0.0661113,0.00707523,-0.0622325,0.528233,0.51098,0.525588,0.512859,0.557314
537,0,1,1,1,0,1,0,0,0,1,0,0,0,-0.0432004,0.0202739,-0.0347019,0.595633,0.514312,0.576684,0.511829,0.567354
538,1,1,1,1,0,1,0,0,0,1,0,0,0,-0.0483877,0.0136855,-0.0480276,0.586136,0.513879,0.576684,0.512807,0.566422
539,0,0,0,0,1,1,0,0,0,1,0,0,0,-0.0593735,0.0138313,-0.0598616,0.53773,0.49002,0.515846,0.503127,0.532558
540,1,0,0,0,1,1,0,0,0,1,0,0,0,-0.066089,0.0050904,-0.0717934,0.528233,0.497189,0.515846,0.484585,0.519135
541,0,1,0,0,1,1,0,0,0,1,0,0,0,-0.0421523,0.0208517,-0.0428618,0.614822,0.509131,0.601412,0.522943,0.542743
542,1,1,0,0,1,1,0,0,0,1,0,0,0,-0.0474794,0.013324,-0.0565422,0.605325,0.509939,0.601412,0.512746,0.530284
543,0,0,1,0,1,1,0,0,0,1,0,0,0,-0.0594218,0.0132158,-0.0553041,0.53773,0.505463,0.515846,0.50606,0.547789
544,1,0,1,0,1,1,0,0,0,1,0,0,0,-0.0658011,0.00557428,-0.0674487,0.528233,0.507516,0.515846,0.488507,0.54276
545,0,1,1,0,1,1,0,0,0,1,0,0,0,-0.0429887,0.0188986,-0.041297,0.595633,0.512295,0.576684,0.50535,0.55734
546,1,1,1,0,1,1,0,0,0,1,0,0,0,-0.048176,0.0122806,-0.0546225,0.586136,0.512623,0.576684,0.510092,0.552814
547,0,0,0,1,1,1,0,0,0,1,0,0,0,-0.0574567,0.014805,-0.0552332,0.53773,0.505916,0.515846,0.509059,0.533799
548,1,0,0,1,1,1,0,0,0,1,0,0,0,-0.0641723,0.00609036,-0.067165,0.528233,0.509287,0.515846,0.495409,0.527834
549,0,1,0,1,1,1,0,0,0,1,0,0,0,-0.039765,0.0220979,-0.0379326,0.614822,0.513231,0.601412,0.521711,0.544196
550,1,1,0,1,1,1,0,0,0,1,0,0,0,-0.0450921,0.0145957,-0.0516131,0.605325,0.513641,0.601412,0.510035,0.539389
551,0,0,1,1,1,1,0,0,0,1,0,0,0,-0.0577121,0.0143686,-0.0520735,0.53773,0.511441,0.515846,0.512581,0.542609
552,1,0,1,1,1,1,0,0,0,1,0,0,0,-0.0640914,0.00677198,-0.0642182,0.528233,0.512567,0.515846,0.501955,0.542479
553,0,1,1,1,1,1,0,0,0,1,0,0,0,-0.0411802,0.0199523,-0.0366878,0.595633,0.51399,0.576684,0.512031,0.552335
554,1,1,1,1,1,1,0,0,0,1,0,0,0,-0.0463675,0.0133725,-0.0500134,0.586136,0.514247,0.576684,0.511561,0.552179
555,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.0633476,0.0101401,-0.0594357,0.502768,0.461771,0.445403,0.50131,0.565628
556,1,0,0,0,0,0,1,0,0,1,0,0,0,-0.0700631,0.00137356,-0.0713677,0.493271,0.473921,0.445403,0.513132,0.553261
557,1,1,0,0,0,0,1,0,0,1,0,0,0,-0.0514541,0.00961945,-0.0561163,0.579008,0.503642,0.552394,0.526024,0.56022
558,0,0,1,0,0,0,1,0,0,1,0,0,0,-0.0635092,0.0100103,-0.0547101,0.502768,0.494492,0.445403,0.491591,0.577258
559,1,0,1,0,0,0,1,0,0,1,0,0,0,-0.0698884,0.00234347,-0.066855,0.493271,0.497473,0.445403,0.503439,0.573815
560,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.0470765,0.0156943,-0.040703,0.569316,0.509188,0.527666,0.501265,0.585954
561,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.0605238,0.0118273,-0.0562485,0.502768,0.499572,0.445403,0.52959,0.564236
562,1,0,0,1,0,0,1,0,0,1,0,0,0,-0.0672393,0.00309181,-0.0681806,0.493271,0.503234,0.445403,0.527475,0.562503
563,0,1,0,1,0,0,1,0,0,1,0,0,0,-0.0428325,0.0191253,-0.038948,0.588506,0.512416,0.552394,0.52972,0.573389
564,1,1,0,1,0,0,1,0,0,1,0,0,0,-0.0481597,0.0116077,-0.0526285,0.579008,0.512298,0.552394,0.52972,0.571374
565,0,0,1,1,0,0,1,0,0,1,0,0,0,-0.0610978,0.0107631,-0.053112,0.502768,0.508841,0.445403,0.519982,0.571469
566,1,0,1,1,0,0,1,0,0,1,0,0,0,-0.0674771,0.00314441,-0.0652569,0.493271,0.509932,0.445403,0.515634,0.571902
567,0,1,1,1,0,0,1,0,0,1,0,0,0,-0.0445663,0.0163484,-0.0377263,0.569316,0.513105,0.527666,0.515532,0.580028
568,1,1,1,1,0,0,1,0,0,1,0,0,0,-0.0497536,0.00975305,-0.051052,0.559819,0.513449,0.527666,0.520091,0.580438
569,1,0,0,0,1,0,1,0,0,1,0,0,0,-0.0705543,0.000597161,-0.0748544,0.493271,0.492733,0.435661,0.513672,0.541741
570,0,1,0,0,1,0,1,0,0,1,0,0,0,-0.0466182,0.016366,-0.0459229,0.588506,0.503774,0.552394,0.524241,0.560089
571,1,1,0,0,1,0,1,0,0,1,0,0,0,-0.0519454,0.00883164,-0.0596032,0.579008,0.508306,0.552394,0.546613,0.549678
572,0,0,1,0,1,0,1,0,0,1,0,0,0,-0.0638873,0.00873435,-0.058365,0.502768,0.499905,0.435661,0.519029,0.562814
573,1,0,1,0,1,0,1,0,0,1,0,0,0,-0.0702666,0.00108304,-0.0705096,0.493271,0.505822,0.435661,0.522818,0.560647
574,0,1,1,0,1,0,1,0,0,1,0,0,0,-0.0474547,0.0144151,-0.044358,0.569316,0.510211,0.527666,0.526981,0.571637
575,1,1,1,0,1,0,1,0,0,1,0,0,0,-0.052642,0.0077906,-0.0576835,0.559819,0.511965,0.527666,0.542835,0.569495
576,0,0,0,1,1,0,1,0,0,1,0,0,0,-0.0616879,0.0100133,-0.0591289,0.502768,0.502976,0.435661,0.509586,0.549705
577,1,0,0,1,1,0,1,0,0,1,0,0,0,-0.0684035,0.00129103,-0.0710608,0.493271,0.508339,0.435661,0.505474,0.547414
578,0,1,0,1,1,0,1,0,0,1,0,0,0,-0.0439968,0.0173008,-0.0418285,0.588506,0.512146,0.552394,0.529555,0.5594
579,1,1,0,1,1,0,1,0,0,1,0,0,0,-0.049324,0.0097944,-0.0555088,0.579008,0.513261,0.552394,0.527584,0.557397
580,0,0,1,1,1,0,1,0,0,1,0,0,0,-0.0619435,0.00958283,-0.0559692,0.502768,0.510331,0.435661,0.515978,0.557674
581,1,0,1,1,1,0,1,0,0,1,0,0,0,-0.0683228,0.00197958,-0.068114,0.493271,0.512202,0.435661,0.514141,0.55774
582,0,1,1,1,1,0,1,0,0,1,0,0,0,-0.0454121,0.0151639,-0.0405836,0.569316,0.513538,0.527666,0.529237,0.566796
583,1,1,1,1,1,0,1,0,0,1,0,0,0,-0.0505994,0.00858083,-0.0539091,0.559819,0.514084,0.527666,0.528908,0.566661
584,0,0,0,0,0,1,1,0,0,1,0,0,0,-0.0624707,0.011711,-0.057842,0.515193,0.503539,0.482479,0.517074,0.545639
585,1,1,0,0,0,1,1,0,0,1,0,0,0,-0.0505771,0.0112007,-0.0545226,0.591434,0.51074,0.565267,0.530566,0.541562
586,0,0,1,0,0,1,1,0,0,1,0,0,0,-0.0626322,0.0115898,-0.0531164,0.515193,0.510418,0.482479,0.509414,0.565116
587,1,0,1,0,0,1,1,0,0,1,0,0,0,-0.0690114,0.00392816,-0.0652613,0.505696,0.509063,0.482479,0.507031,0.554611
588,0,1,1,0,0,1,1,0,0,1,0,0,0,-0.0461996,0.0172804,-0.0391092,0.581741,0.513378,0.54054,0.505474,0.571378
589,1,1,1,0,0,1,1,0,0,1,0,0,0,-0.0513868,0.0106475,-0.0524349,0.572244,0.5129,0.54054,0.505296,0.561858
590,1,0,0,1,0,1,1,0,0,1,0,0,0,-0.0663763,0.00485798,-0.065986,0.505696,0.510859,0.482479,0.525357,0.54414
591,0,1,0,1,0,1,1,0,0,1,0,0,0,-0.0419694,0.0208983,-0.0367531,0.600931,0.513983,0.565267,0.52635,0.561892
592,1,1,0,1,0,1,1,0,0,1,0,0,0,-0.0472966,0.0133834,-0.0504338,0.591434,0.513755,0.565267,0.525917,0.552096
593,0,0,1,1,0,1,1,0,0,1,0,0,0,-0.0602347,0.0125279,-0.0509173,0.515193,0.513367,0.482479,0.523925,0.563495
594,1,0,1,1,0,1,1,0,0,1,0,0,0,-0.066614,0.00491475,-0.0630622,0.505696,0.513139,0.482479,0.522954,0.561785
595,0,1,1,1,0,1,1,0,0,1,0,0,0,-0.0437032,0.0181211,-0.0355314,0.581741,0.514258,0.54054,0.517375,0.571718
596,1,1,1,1,0,1,1,0,0,1,0,0,0,-0.0488905,0.0115291,-0.0488572,0.572244,0.514283,0.54054,0.517375,0.570514
597,0,0,0,0,1,1,1,0,0,1,0,0,0,-0.0612709,0.0113755,-0.0602976,0.515193,0.500361,0.472737,0.52059,0.530522
598,1,0,0,0,1,1,1,0,0,1,0,0,0,-0.0679864,0.00263184,-0.0722294,0.505696,0.506294,0.472737,0.502704,0.52166
599,0,1,0,0,1,1,1,0,0,1,0,0,0,-0.04405,0.0183995,-0.0432977,0.600931,0.510346,0.565267,0.522978,0.540327
600,1,1,0,0,1,1,1,0,0,1,0,0,0,-0.0493771,0.0108691,-0.0569781,0.591434,0.512104,0.565267,0.521406,0.529387
601,0,0,1,0,1,1,1,0,0,1,0,0,0,-0.0613193,0.010767,-0.05574,0.515193,0.509407,0.472737,0.514105,0.550564
602,1,0,1,0,1,1,1,0,0,1,0,0,0,-0.0676986,0.00312138,-0.0678847,0.505696,0.511361,0.472737,0.511635,0.542281
603,0,1,1,0,1,1,1,0,0,1,0,0,0,-0.0448865,0.0164526,-0.0417328,0.581741,0.51301,0.54054,0.514105,0.559324
604,1,1,1,0,1,1,1,0,0,1,0,0,0,-0.0500737,0.00983152,-0.0550584,0.572244,0.513663,0.54054,0.514105,0.550635
605,0,0,0,1,1,1,1,0,0,1,0,0,0,-0.0593541,0.0123306,-0.0556691,0.515193,0.509899,0.472737,0.522355,0.537145
606,1,0,0,1,1,1,1,0,0,1,0,0,0,-0.0660697,0.00361318,-0.0676011,0.505696,0.51208,0.472737,0.506018,0.527676
607,0,1,0,1,1,1,1,0,0,1,0,0,0,-0.0416627,0.0196275,-0.0383684,0.600931,0.513415,0.565267,0.528024,0.546888
608,1,1,0,1,1,1,1,0,0,1,0,0,0,-0.0469898,0.0121226,-0.0520489,0.591434,0.514037,0.565267,0.521922,0.538514
609,0,0,1,1,1,1,1,0,0,1,0,0,0,-0.0596096,0.0119014,-0.0525093,0.515193,0.512969,0.472737,0.520237,0.549375
610,1,0,1,1,1,1,1,0,0,1,0,0,0,-0.0659889,0.00430068,-0.0646541,0.505696,0.513728,0.472737,0.511965,0.546597
611,0,1,1,1,1,1,1,0,0,1,0,0,0,-0.043078,0.0174885,-0.0371236,0.581741,0.514212,0.54054,0.518624,0.558145
612,1,1,1,1,1,1,1,0,0,1,0,0,0,-0.0482652,0.0109055,-0.0504492,0.572244,0.514478,0.54054,0.518624,0.556079
613,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.058819,0.0142571,-0.0579051,0.533094,0.470294,0.488513,0.508098,0.573757
614,1,0,0,0,0,0,0,1,0,1,0,0,0,-0.0655343,0.00548723,-0.0698368,0.523597,0.477848,0.488513,0.500848,0.572496
615,0,1,0,0,0,0,0,1,0,1,0,0,0,-0.0415985,0.0212719,-0.0409053,0.610187,0.512193,0.59355,0.532298,0.584062
616,1,1,0,0,0,0,0,1,0,1,0,0,0,-0.0469256,0.0137191,-0.0545857,0.60069,0.507239,0.59355,0.532319,0.581497
617,0,0,1,0,0,0,0,1,0,1,0,0,0,-0.0589806,0.0141157,-0.0531795,0.533094,0.497697,0.488513,0.506818,0.575024
618,1,0,1,0,0,0,0,1,0,1,0,0,0,-0.0653596,0.00643963,-0.0653242,0.523597,0.499092,0.488513,0.508015,0.581925
619,0,1,1,0,0,0,0,1,0,1,0,0,0,-0.042548,0.0197907,-0.0391725,0.590997,0.512392,0.568823,0.52433,0.578522
620,1,1,1,0,0,0,0,1,0,1,0,0,0,-0.0477352,0.0131446,-0.0524981,0.5815,0.510886,0.568823,0.528894,0.585937
621,0,0,0,1,0,0,0,1,0,1,0,0,0,-0.0559952,0.0159456,-0.054718,0.533094,0.501871,0.488513,0.534165,0.56735
622,1,0,0,1,0,0,0,1,0,1,0,0,0,-0.0627106,0.00720689,-0.0666498,0.523597,0.504962,0.488513,0.520933,0.569031
623,0,1,0,1,0,0,0,1,0,1,0,0,0,-0.038304,0.0232321,-0.0374175,0.610187,0.515947,0.59355,0.540772,0.576302
624,1,1,0,1,0,0,0,1,0,1,0,0,0,-0.0436311,0.0157096,-0.051098,0.60069,0.514024,0.59355,0.541483,0.578625
625,0,0,1,1,0,0,0,1,0,1,0,0,0,-0.0565692,0.0148636,-0.0515814,0.533094,0.509708,0.488513,0.514892,0.567082
626,1,0,1,1,0,0,0,1,0,1,0,0,0,-0.0629483,0.00723584,-0.0637262,0.523597,0.510603,0.488513,0.509396,0.574861
627,0,1,1,1,0,0,0,1,0,1,0,0,0,-0.0400377,0.0204399,-0.0361958,0.590997,0.514414,0.568823,0.53064,0.570058
628,1,1,1,1,0,0,0,1,0,1,0,0,0,-0.045225,0.0138348,-0.0495215,0.5815,0.514104,0.568823,0.535488,0.577653
629,0,0,0,0,1,0,0,1,0,1,0,0,0,-0.0588498,0.0140101,-0.0615962,0.533094,0.484373,0.478771,0.513015,0.559518
630,1,0,0,0,1,0,0,1,0,1,0,0,0,-0.0655651,0.00525496,-0.0735277,0.523597,0.496441,0.478771,0.514451,0.558454
631,0,1,0,0,1,0,0,1,0,1,0,0,0,-0.0416293,0.0210161,-0.0445965,0.610187,0.509079,0.59355,0.536123,0.569648
632,1,1,0,0,1,0,0,1,0,1,0,0,0,-0.0469563,0.0134763,-0.0582768,0.60069,0.51042,0.59355,0.537987,0.568373
633,0,0,1,0,1,0,0,1,0,1,0,0,0,-0.0588982,0.0133797,-0.0570386,0.533094,0.503349,0.478771,0.5138,0.567107
634,1,0,1,0,1,0,0,1,0,1,0,0,0,-0.0652773,0.00571826,-0.0691831,0.523597,0.507251,0.478771,0.514429,0.568011
635,0,1,1,0,1,0,0,1,0,1,0,0,0,-0.0424657,0.0190519,-0.0430317,0.590997,0.512179,0.568823,0.531279,0.576546
636,1,1,1,0,1,0,0,1,0,1,0,0,0,-0.0476528,0.012417,-0.0563572,0.5815,0.512774,0.568823,0.534587,0.577261
637,0,0,0,1,1,0,0,1,0,1,0,0,0,-0.0566988,0.014681,-0.0578026,0.533094,0.505492,0.478771,0.510346,0.553645
638,1,0,0,1,1,0,0,1,0,1,0,0,0,-0.0634143,0.00595432,-0.0697343,0.523597,0.509589,0.478771,0.510339,0.554549
639,0,1,0,1,1,0,0,1,0,1,0,0,0,-0.0390078,0.021957,-0.0405022,0.610187,0.514004,0.59355,0.524554,0.564166
640,1,1,0,1,1,0,0,1,0,1,0,0,0,-0.0443349,0.0144452,-0.0541826,0.60069,0.514101,0.59355,0.529474,0.564762
641,0,0,1,1,1,0,0,1,0,1,0,0,0,-0.0569544,0.0142309,-0.0546429,0.533094,0.511265,0.478771,0.507233,0.559097
642,1,0,1,1,1,0,0,1,0,1,0,0,0,-0.0633334,0.00661762,-0.0667875,0.523597,0.512675,0.478771,0.507948,0.562018
643,0,1,1,1,1,0,0,1,0,1,0,0,0,-0.0404231,0.0198032,-0.0392574,0.590997,0.514225,0.568823,0.515784,0.568603
644,1,1,1,1,1,0,0,1,0,1,0,0,0,-0.0456102,0.0132099,-0.0525829,0.5815,0.514401,0.568823,0.521357,0.571427
645,0,0,0,0,0,1,0,1,0,1,0,0,0,-0.0588632,0.0167412,-0.0543928,0.545519,0.507614,0.525588,0.525586,0.564789
646,1,0,0,0,0,1,0,1,0,1,0,0,0,-0.0655785,0.00797693,-0.0663246,0.536022,0.503321,0.525588,0.499858,0.555968
647,0,1,0,0,0,1,0,1,0,1,0,0,0,-0.0416427,0.0237661,-0.0373928,0.622612,0.515134,0.606424,0.524394,0.573998
648,1,1,0,0,0,1,0,1,0,1,0,0,0,-0.0469697,0.0162174,-0.0510734,0.613115,0.512034,0.606424,0.528963,0.563996
649,0,0,1,0,0,1,0,1,0,1,0,0,0,-0.0590247,0.0166131,-0.0496672,0.545519,0.511943,0.525588,0.514573,0.574005
650,1,0,1,0,0,1,0,1,0,1,0,0,0,-0.0654038,0.00894624,-0.061812,0.536022,0.509811,0.525588,0.501678,0.572748
651,0,1,1,0,0,1,0,1,0,1,0,0,0,-0.0425922,0.0222956,-0.03566,0.603422,0.514503,0.581696,0.513281,0.582743
652,1,1,1,0,0,1,0,1,0,1,0,0,0,-0.0477794,0.0156568,-0.0489858,0.593925,0.513407,0.581696,0.527837,0.581842
653,0,0,0,1,0,1,0,1,0,1,0,0,0,-0.0560532,0.0186238,-0.0506047,0.545519,0.512425,0.525588,0.542752,0.560994
654,1,0,0,1,0,1,0,1,0,1,0,0,0,-0.0627686,0.00989115,-0.0625366,0.536022,0.511669,0.525588,0.527015,0.560096
655,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.0383621,0.0259246,-0.0333039,0.622612,0.515197,0.606424,0.540282,0.570483
656,1,1,0,1,0,1,0,1,0,1,0,0,0,-0.0436891,0.0184064,-0.0469846,0.613115,0.514367,0.606424,0.540282,0.569416
657,0,0,1,1,0,1,0,1,0,1,0,0,0,-0.0566272,0.0175521,-0.0474681,0.545519,0.513835,0.525588,0.528779,0.568317
658,1,0,1,1,0,1,0,1,0,1,0,0,0,-0.0630063,0.00993377,-0.059613,0.536022,0.51345,0.525588,0.525624,0.568845
659,0,1,1,1,0,1,0,1,0,1,0,0,0,-0.0400958,0.0231377,-0.0320823,0.603422,0.514709,0.581696,0.525131,0.577015
660,1,1,1,1,0,1,0,1,0,1,0,0,0,-0.045283,0.0165399,-0.0454081,0.593925,0.514516,0.581696,0.531414,0.577468
661,0,0,0,0,1,1,0,1,0,1,0,0,0,-0.0562686,0.0167295,-0.0572421,0.545519,0.505757,0.515846,0.519389,0.549832
662,1,0,0,0,1,1,0,1,0,1,0,0,0,-0.0629841,0.00798278,-0.0691738,0.536022,0.508411,0.515846,0.508717,0.543971
663,0,1,0,0,1,1,0,1,0,1,0,0,0,-0.0390477,0.023743,-0.0402422,0.622612,0.512873,0.606424,0.529543,0.55986
664,1,1,0,0,1,1,0,1,0,1,0,0,0,-0.0443748,0.0162089,-0.0539226,0.613115,0.513103,0.606424,0.52657,0.552812
